rpm,T/Nm,P/W
0.0,86.0,0.0
367.34693877551024,86.0,3308.289406637415
734.6938775510205,86.0,6616.57881327483
1102.0408163265308,86.0,9924.868219912245
1469.387755102041,86.0,13233.15762654966
1836.7346938775513,86.0,16541.447033187076
2204.0816326530617,86.0,19849.73643982449
2571.4285714285716,86.0,23158.025846461907
2938.775510204082,86.0,26466.31525309932
3306.1224489795923,86.0,29774.604659736735
3673.4693877551026,86.0,33082.89406637415
4040.8163265306125,79.98796296296295,36924.185655192035
4408.163265306123,73.83504273504273,36924.185655192035
4775.510204081634,68.5611111111111,36924.185655192035
5142.857142857143,63.990370370370364,36924.185655192035
5510.2040816326535,59.99097222222222,36924.185655192035
5877.551020408164,56.46209150326797,36924.185655192035
6244.897959183674,53.325308641975305,36924.185655192035
6612.2448979591845,50.518713450292395,36924.185655192035
6979.591836734695,47.992777777777775,36924.185655192035
7346.938775510205,45.7074074074074,36924.185655192035
7714.285714285715,43.62979797979798,36924.185655192035
8081.632653061225,41.73285024154589,36924.185655192035
8448.979591836736,39.99398148148148,36924.185655192035
8816.326530612247,38.39422222222222,36924.185655192035
9183.673469387757,36.91752136752137,36924.185655192035
9551.020408163267,35.55020576131687,36924.185655192035
9918.367346938778,34.28055555555555,36924.185655192035
10285.714285714286,33.09846743295019,36924.185655192035
10653.061224489798,31.995185185185182,36924.185655192035
11020.408163265307,30.963082437275983,36924.185655192035
11387.75510204082,29.99548611111111,36924.185655192035
11755.102040816328,29.086531986531984,36924.185655192035
12122.448979591836,28.231045751633985,36924.185655192035
12489.795918367348,27.424444444444443,36924.185655192035
12857.142857142857,26.662654320987652,36924.185655192035
13224.489795918369,25.94204204204204,36924.185655192035
13591.83673469388,25.259356725146198,36924.185655192035
13959.18367346939,24.61168091168091,36924.185655192035
14326.5306122449,23.996388888888887,36924.185655192035
14693.87755102041,23.411111111111108,36924.185655192035
15061.22448979592,22.8537037037037,36924.185655192035
15428.57142857143,22.32222222222222,36924.185655192035
15795.918367346942,21.81489898989899,36924.185655192035
16163.26530612245,21.330123456790123,36924.185655192035
16530.612244897962,20.866425120772945,36924.185655192035
16897.959183673473,20.422458628841607,36924.185655192035
17265.306122448983,19.99699074074074,36924.185655192035
17632.653061224493,19.58888888888889,36924.185655192035
