rpm,T/Nm,P/W
0.0,80.0,0.0
181.81818181818184,80.0,1523.196438104142
363.6363636363637,80.0,3046.392876208284
545.4545454545455,80.0,4569.589314312427
727.2727272727274,80.0,6092.785752416568
909.090909090909,80.0,7615.98219052071
1090.909090909091,80.0,9139.178628624853
1272.7272727272727,80.0,10662.375066728997
1454.5454545454547,80.0,12185.571504833137
1636.3636363636365,80.0,13708.76794293728
1818.181818181818,80.0,15231.96438104142
2000.0000000000002,80.0,16755.160819145563
2181.818181818182,80.0,18278.357257249707
2363.636363636364,80.0,19801.553695353847
2545.4545454545455,80.0,21324.750133457994
2727.2727272727275,80.0,22847.946571562134
2909.0909090909095,77.64705882352942,25132.741228718347
3090.909090909091,73.33333333333334,25132.741228718347
3272.727272727273,69.47368421052632,25132.741228718347
3454.545454545454,66.0,25132.741228718347
3636.363636363636,62.857142857142854,25132.741228718347
3818.1818181818185,60.0,25132.741228718347
4000.0000000000005,57.391304347826086,25132.741228718347
4181.818181818182,55.0,25132.741228718347
4363.636363636364,52.800000000000004,25132.741228718347
4545.454545454546,50.769230769230774,25132.741228718347
4727.272727272728,48.888888888888886,25132.741228718347
4909.09090909091,47.14285714285714,25132.741228718347
5090.909090909091,45.51724137931034,25132.741228718347
5272.727272727274,44.0,25132.741228718347
5454.545454545455,42.58064516129032,25132.741228718347
5636.363636363636,41.25,25132.741228718347
5818.181818181819,40.0,25132.741228718347
6000.0,38.82352941176471,25132.741228718347
6181.818181818182,37.714285714285715,25132.741228718347
6363.636363636364,36.66666666666667,25132.741228718347
6545.454545454546,35.67567567567568,25132.741228718347
6727.272727272727,34.73684210526316,25132.741228718347
6909.090909090908,33.84615384615385,25132.741228718347
7090.909090909091,33.0,25132.741228718347
7272.727272727272,32.19512195121951,25132.741228718347
7454.545454545456,31.428571428571427,25132.741228718347
7636.363636363637,30.69767441860465,25132.741228718347
7818.18181818182,30.0,25132.741228718347
8000.000000000001,29.333333333333332,25132.741228718347
8181.818181818183,28.695652173913043,25132.741228718347
8363.636363636364,28.085106382978722,25132.741228718347
8545.454545454546,27.5,25132.741228718347
8727.272727272728,26.93877551020408,25132.741228718347
8909.09090909091,26.400000000000002,25132.741228718347
9090.909090909092,25.88235294117647,25132.741228718347
9272.727272727272,25.384615384615387,25132.741228718347
9454.545454545456,24.90566037735849,25132.741228718347
9636.363636363636,24.444444444444443,25132.741228718347
9818.18181818182,24.0,25132.741228718347
10000.0,23.57142857142857,25132.741228718347
10181.818181818182,23.157894736842106,25132.741228718347
10363.636363636364,22.75862068965517,25132.741228718347
10545.454545454548,22.372881355932204,25132.741228718347
10727.272727272728,22.0,25132.741228718347
10909.09090909091,21.639344262295083,25132.741228718347
11090.90909090909,21.29032258064516,25132.741228718347
11272.727272727272,20.952380952380956,25132.741228718347
11454.545454545454,20.625,25132.741228718347
11636.363636363638,20.307692307692307,25132.741228718347
11818.18181818182,20.0,25132.741228718347
12000.0,19.70149253731343,25132.741228718347
12181.818181818184,19.411764705882355,25132.741228718347
12363.636363636364,19.130434782608695,25132.741228718347
12545.454545454548,18.857142857142858,25132.741228718347
12727.272727272728,18.591549295774648,25132.741228718347
12909.09090909091,18.333333333333336,25132.741228718347
13090.909090909092,18.08219178082192,25132.741228718347
13272.727272727274,17.83783783783784,25132.741228718347
13454.545454545454,17.6,25132.741228718347
13636.363636363636,17.36842105263158,25132.741228718347
13818.181818181816,17.142857142857142,25132.741228718347
14000.000000000002,16.923076923076923,25132.741228718347
14181.818181818182,16.70886075949367,25132.741228718347
14363.636363636364,16.5,25132.741228718347
14545.454545454544,16.296296296296298,25132.741228718347
14727.27272727273,16.097560975609756,25132.741228718347
14909.090909090912,15.903614457831326,25132.741228718347
15090.909090909092,15.714285714285714,25132.741228718347
15272.727272727274,15.529411764705882,25132.741228718347
15454.545454545454,15.348837209302324,25132.741228718347
15636.36363636364,15.172413793103448,25132.741228718347
15818.181818181818,15.0,25132.741228718347
16000.000000000002,14.831460674157304,25132.741228718347
16181.818181818182,14.666666666666666,25132.741228718347
16363.636363636366,14.505494505494507,25132.741228718347
16545.454545454548,14.347826086956522,25132.741228718347
16727.272727272728,14.193548387096776,25132.741228718347
16909.090909090908,14.042553191489361,25132.741228718347
17090.909090909092,13.894736842105264,25132.741228718347
17272.727272727272,13.75,25132.741228718347
17454.545454545456,13.608247422680412,25132.741228718347
17636.36363636364,13.46938775510204,25132.741228718347
17818.18181818182,13.333333333333332,25132.741228718347
