rpm,T/Nm,P/W
3000,35,10995.57429
4000,44,18430.6769
5000,50,26179.93878
6000,37,23247.78564
7000,53,38851.02915
8000,53,44401.17617
9000,48,45238.93421
10000,45,47123.8898
11000,40,46076.69225
12000,35,43982.29715
13000,31,42202.06131
13700,28,40170.49806
