rpm,T/Nm,P/W
0.0,66.66666666666667,0.0
181.81818181818184,66.66666666666667,1269.3303650867852
363.6363636363637,66.66666666666667,2538.6607301735703
545.4545454545455,66.66666666666667,3807.991095260356
727.2727272727274,66.66666666666667,5077.321460347141
909.090909090909,66.66666666666667,6346.651825433926
1090.909090909091,66.66666666666667,7615.982190520712
1272.7272727272727,66.66666666666667,8885.312555607497
1454.5454545454547,66.66666666666667,10154.642920694281
1636.3636363636365,66.66666666666667,11423.973285781067
1818.181818181818,66.66666666666667,12693.303650867852
2000.0000000000002,66.66666666666667,13962.634015954638
2181.818181818182,66.66666666666667,15231.964381041424
2363.636363636364,66.66666666666667,16501.29474612821
2545.4545454545455,66.66666666666667,17770.625111214995
2727.2727272727275,66.66666666666667,19039.95547630178
2909.0909090909095,66.66666666666667,20309.285841388562
3090.909090909091,66.66666666666667,21578.616206475348
3272.727272727273,66.66666666666667,22847.946571562134
3454.545454545454,66.66666666666667,24117.27693664892
3636.363636363636,66.66666666666667,25386.607301735705
3818.1818181818185,66.66666666666667,26655.93766682249
4000.0000000000005,66.66666666666667,27925.268031909276
4181.818181818182,66.66666666666667,29194.59839699606
4363.636363636364,66.66666666666667,30463.928762082847
4545.454545454546,66.66666666666667,31733.25912716963
4727.272727272728,66.66666666666667,33002.58949225642
4909.09090909091,65.47619047619048,34906.585039886595
5090.909090909091,63.2183908045977,34906.585039886595
5272.727272727274,61.111111111111114,34906.585039886595
5454.545454545455,59.13978494623656,34906.585039886595
5636.363636363636,57.29166666666667,34906.585039886595
5818.181818181819,55.555555555555564,34906.585039886595
6000.0,53.92156862745099,34906.585039886595
6181.818181818182,52.38095238095239,34906.585039886595
6363.636363636364,50.92592592592593,34906.585039886595
6545.454545454546,49.54954954954955,34906.585039886595
6727.272727272727,48.245614035087726,34906.585039886595
6909.090909090908,47.00854700854701,34906.585039886595
7090.909090909091,45.83333333333334,34906.585039886595
7272.727272727272,44.71544715447155,34906.585039886595
7454.545454545456,43.65079365079365,34906.585039886595
7636.363636363637,42.63565891472869,34906.585039886595
7818.18181818182,41.66666666666667,34906.585039886595
8000.000000000001,40.74074074074074,34906.585039886595
8181.818181818183,39.85507246376812,34906.585039886595
8363.636363636364,39.00709219858156,34906.585039886595
8545.454545454546,38.19444444444445,34906.585039886595
8727.272727272728,37.41496598639456,34906.585039886595
8909.09090909091,36.66666666666667,34906.585039886595
9090.909090909092,35.94771241830066,34906.585039886595
9272.727272727272,35.25641025641026,34906.585039886595
9454.545454545456,34.59119496855347,34906.585039886595
9636.363636363636,33.95061728395062,34906.585039886595
9818.18181818182,33.333333333333336,34906.585039886595
10000.0,32.73809523809524,34906.585039886595
10181.818181818182,32.163742690058484,34906.585039886595
10363.636363636364,31.60919540229885,34906.585039886595
10545.454545454548,31.07344632768362,34906.585039886595
10727.272727272728,30.555555555555557,34906.585039886595
10909.09090909091,30.054644808743173,34906.585039886595
11090.90909090909,29.56989247311828,34906.585039886595
11272.727272727272,29.100529100529105,34906.585039886595
11454.545454545454,28.645833333333336,34906.585039886595
11636.363636363638,28.205128205128204,34906.585039886595
11818.18181818182,27.777777777777782,34906.585039886595
12000.0,27.36318407960199,34906.585039886595
12181.818181818184,26.960784313725494,34906.585039886595
12363.636363636364,26.570048309178745,34906.585039886595
12545.454545454548,26.190476190476193,34906.585039886595
12727.272727272728,25.821596244131456,34906.585039886595
12909.09090909091,25.462962962962965,34906.585039886595
13090.909090909092,25.114155251141554,34906.585039886595
13272.727272727274,24.774774774774777,34906.585039886595
13454.545454545454,24.444444444444446,34906.585039886595
13636.363636363636,24.122807017543863,34906.585039886595
13818.181818181816,23.80952380952381,34906.585039886595
14000.000000000002,23.504273504273506,34906.585039886595
14181.818181818182,23.206751054852322,34906.585039886595
14363.636363636364,22.91666666666667,34906.585039886595
14545.454545454544,22.63374485596708,34906.585039886595
14727.27272727273,22.357723577235774,34906.585039886595
14909.090909090912,22.08835341365462,34906.585039886595
15090.909090909092,21.825396825396826,34906.585039886595
15272.727272727274,21.568627450980394,34906.585039886595
15454.545454545454,21.317829457364343,34906.585039886595
15636.36363636364,21.072796934865902,34906.585039886595
15818.181818181818,20.833333333333336,34906.585039886595
16000.000000000002,20.59925093632959,34906.585039886595
16181.818181818182,20.37037037037037,34906.585039886595
16363.636363636366,20.14652014652015,34906.585039886595
16545.454545454548,19.92753623188406,34906.585039886595
16727.272727272728,19.713261648745522,34906.585039886595
16909.090909090908,19.50354609929078,34906.585039886595
17090.909090909092,19.29824561403509,34906.585039886595
17272.727272727272,19.097222222222225,34906.585039886595
17454.545454545456,18.900343642611684,34906.585039886595
17636.36363636364,18.70748299319728,34906.585039886595
17818.18181818182,18.51851851851852,34906.585039886595
