rpm,T/Nm,P/W
0.0,75.0,0.0
367.34693877551024,75.0,2885.1361104396065
734.6938775510205,75.0,5770.272220879213
1102.0408163265308,75.0,8655.408331318818
1469.387755102041,75.0,11540.544441758426
1836.7346938775513,75.0,14425.680552198031
2204.0816326530617,75.0,17310.816662637637
2571.4285714285716,75.0,20195.952773077242
2938.775510204082,75.0,23081.08888351685
3306.1224489795923,75.0,25966.224993956457
3673.4693877551026,75.0,28851.361104396063
4040.8163265306125,75.0,31736.49721483567
4408.163265306123,75.0,34621.633325275274
4775.510204081634,75.0,37506.76943571488
5142.857142857143,75.0,40391.905546154485
5510.2040816326535,75.0,43277.04165659409
5877.551020408164,72.05882352941175,47123.8898038469
6244.897959183674,68.05555555555554,47123.8898038469
6612.2448979591845,64.47368421052632,47123.8898038469
6979.591836734695,61.24999999999999,47123.8898038469
7346.938775510205,58.33333333333333,47123.8898038469
7714.285714285715,55.68181818181818,47123.8898038469
8081.632653061225,53.260869565217384,47123.8898038469
8448.979591836736,51.041666666666664,47123.8898038469
8816.326530612247,48.99999999999999,47123.8898038469
9183.673469387757,47.11538461538461,47123.8898038469
9551.020408163267,45.37037037037037,47123.8898038469
9918.367346938778,43.74999999999999,47123.8898038469
10285.714285714286,42.241379310344826,47123.8898038469
10653.061224489798,40.83333333333333,47123.8898038469
11020.408163265307,39.516129032258064,47123.8898038469
11387.75510204082,38.28125,47123.8898038469
11755.102040816328,37.12121212121212,47123.8898038469
12122.448979591836,36.02941176470588,47123.8898038469
12489.795918367348,35.0,47123.8898038469
12857.142857142857,34.02777777777777,47123.8898038469
13224.489795918369,33.108108108108105,47123.8898038469
13591.83673469388,32.23684210526316,47123.8898038469
13959.18367346939,31.41025641025641,47123.8898038469
14326.5306122449,30.624999999999996,47123.8898038469
14693.87755102041,29.878048780487802,47123.8898038469
15061.22448979592,29.166666666666664,47123.8898038469
15428.57142857143,28.488372093023255,47123.8898038469
15795.918367346942,27.84090909090909,47123.8898038469
16163.26530612245,27.22222222222222,47123.8898038469
16530.612244897962,26.630434782608692,47123.8898038469
16897.959183673473,26.06382978723404,47123.8898038469
17265.306122448983,25.520833333333332,47123.8898038469
17632.653061224493,24.999999999999996,47123.8898038469
